Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"average LMC" dust with C/H = b_C = 20.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
6.419E-01 0.7782  0.5836 8.343E-23 3.389E+03
6.457E-01 0.7784  0.5826 8.264E-23 3.354E+03
6.494E-01 0.7785  0.5815 8.186E-23 3.319E+03
6.531E-01 0.7787  0.5804 8.108E-23 3.286E+03
6.569E-01 0.7788  0.5793 8.031E-23 3.252E+03
6.607E-01 0.7789  0.5782 7.955E-23 3.220E+03
6.645E-01 0.7790  0.5770 7.879E-23 3.188E+03
6.683E-01 0.7790  0.5758 7.804E-23 3.157E+03
6.722E-01 0.7791  0.5746 7.729E-23 3.127E+03
6.761E-01 0.7791  0.5734 7.655E-23 3.097E+03
6.800E-01 0.7791  0.5722 7.581E-23 3.067E+03
6.839E-01 0.7790  0.5709 7.508E-23 3.038E+03
6.879E-01 0.7789  0.5696 7.436E-23 3.010E+03
6.918E-01 0.7789  0.5683 7.364E-23 2.982E+03
6.958E-01 0.7787  0.5670 7.292E-23 2.954E+03
6.998E-01 0.7786  0.5657 7.222E-23 2.928E+03
7.039E-01 0.7784  0.5643 7.151E-23 2.902E+03
7.079E-01 0.7782  0.5629 7.082E-23 2.876E+03
7.120E-01 0.7780  0.5615 7.013E-23 2.851E+03
7.161E-01 0.7777  0.5601 6.945E-23 2.827E+03
7.203E-01 0.7774  0.5587 6.878E-23 2.803E+03
7.244E-01 0.7771  0.5573 6.811E-23 2.780E+03
7.286E-01 0.7768  0.5558 6.744E-23 2.757E+03
7.328E-01 0.7764  0.5543 6.678E-23 2.734E+03
7.371E-01 0.7760  0.5528 6.613E-23 2.712E+03
7.413E-01 0.7757  0.5513 6.548E-23 2.689E+03
7.456E-01 0.7753  0.5497 6.483E-23 2.667E+03
7.499E-01 0.7749  0.5482 6.419E-23 2.646E+03
7.542E-01 0.7745  0.5466 6.356E-23 2.625E+03
7.586E-01 0.7740  0.5451 6.294E-23 2.604E+03
7.630E-01 0.7736  0.5435 6.232E-23 2.584E+03
7.674E-01 0.7731  0.5419 6.170E-23 2.564E+03
7.718E-01 0.7726  0.5403 6.110E-23 2.544E+03
7.762E-01 0.7720  0.5387 6.050E-23 2.525E+03
7.807E-01 0.7715  0.5371 5.991E-23 2.507E+03
7.852E-01 0.7709  0.5355 5.932E-23 2.488E+03
7.898E-01 0.7703  0.5338 5.873E-23 2.470E+03
7.943E-01 0.7698  0.5322 5.816E-23 2.452E+03
7.989E-01 0.7692  0.5305 5.758E-23 2.434E+03
8.035E-01 0.7686  0.5289 5.701E-23 2.416E+03
8.082E-01 0.7680  0.5272 5.645E-23 2.398E+03
8.128E-01 0.7674  0.5256 5.589E-23 2.380E+03
8.175E-01 0.7668  0.5239 5.534E-23 2.363E+03
8.222E-01 0.7662  0.5223 5.479E-23 2.346E+03
8.270E-01 0.7655  0.5206 5.426E-23 2.330E+03
8.318E-01 0.7648  0.5189 5.373E-23 2.313E+03
8.366E-01 0.7641  0.5173 5.320E-23 2.298E+03
8.414E-01 0.7634  0.5156 5.268E-23 2.282E+03
8.463E-01 0.7627  0.5139 5.217E-23 2.267E+03
8.511E-01 0.7619  0.5123 5.166E-23 2.252E+03
8.561E-01 0.7612  0.5106 5.116E-23 2.237E+03
8.610E-01 0.7604  0.5089 5.066E-23 2.222E+03
8.660E-01 0.7597  0.5072 5.017E-23 2.208E+03
8.710E-01 0.7589  0.5056 4.968E-23 2.193E+03
8.760E-01 0.7581  0.5039 4.919E-23 2.179E+03
8.810E-01 0.7574  0.5022 4.872E-23 2.164E+03
8.861E-01 0.7566  0.5005 4.824E-23 2.150E+03
8.913E-01 0.7557  0.4988 4.778E-23 2.137E+03
8.964E-01 0.7549  0.4971 4.732E-23 2.124E+03
9.016E-01 0.7540  0.4954 4.686E-23 2.111E+03
9.068E-01 0.7532  0.4937 4.641E-23 2.098E+03
9.120E-01 0.7523  0.4920 4.597E-23 2.085E+03
9.173E-01 0.7514  0.4903 4.553E-23 2.072E+03
9.226E-01 0.7505  0.4886 4.509E-23 2.059E+03
9.279E-01 0.7496  0.4869 4.466E-23 2.047E+03
9.333E-01 0.7487  0.4852 4.423E-23 2.035E+03
9.386E-01 0.7478  0.4834 4.380E-23 2.022E+03
9.441E-01 0.7469  0.4817 4.338E-23 2.010E+03
9.495E-01 0.7460  0.4800 4.297E-23 1.998E+03
9.550E-01 0.7451  0.4782 4.256E-23 1.986E+03
9.605E-01 0.7442  0.4764 4.215E-23 1.974E+03
9.661E-01 0.7433  0.4746 4.175E-23 1.962E+03
9.716E-01 0.7424  0.4728 4.135E-23 1.951E+03
9.772E-01 0.7414  0.4710 4.095E-23 1.939E+03
9.829E-01 0.7405  0.4691 4.056E-23 1.927E+03
9.886E-01 0.7396  0.4672 4.017E-23 1.915E+03
9.943E-01 0.7386  0.4654 3.978E-23 1.904E+03
1.000E+00 0.7377  0.4635 3.939E-23 1.892E+03
1.006E+00 0.7368  0.4616 3.902E-23 1.880E+03
1.012E+00 0.7358  0.4597 3.864E-23 1.869E+03
1.017E+00 0.7349  0.4578 3.827E-23 1.858E+03
1.023E+00 0.7339  0.4559 3.791E-23 1.847E+03
1.029E+00 0.7329  0.4540 3.755E-23 1.837E+03
1.035E+00 0.7319  0.4520 3.720E-23 1.826E+03
1.041E+00 0.7309  0.4500 3.685E-23 1.816E+03
1.047E+00 0.7299  0.4480 3.651E-23 1.805E+03
1.053E+00 0.7289  0.4459 3.616E-23 1.795E+03
1.059E+00 0.7279  0.4438 3.582E-23 1.785E+03
1.065E+00 0.7269  0.4416 3.548E-23 1.774E+03
1.072E+00 0.7259  0.4395 3.514E-23 1.763E+03
1.078E+00 0.7249  0.4374 3.480E-23 1.753E+03
1.084E+00 0.7240  0.4353 3.447E-23 1.742E+03
1.090E+00 0.7230  0.4332 3.414E-23 1.732E+03
1.096E+00 0.7220  0.4311 3.382E-23 1.722E+03
1.103E+00 0.7210  0.4289 3.351E-23 1.712E+03
1.109E+00 0.7200  0.4268 3.320E-23 1.702E+03
1.116E+00 0.7190  0.4247 3.290E-23 1.693E+03
1.122E+00 0.7179  0.4226 3.260E-23 1.684E+03
1.128E+00 0.7169  0.4204 3.231E-23 1.675E+03
1.135E+00 0.7159  0.4182 3.202E-23 1.666E+03
1.142E+00 0.7148  0.4159 3.173E-23 1.657E+03
1.148E+00 0.7138  0.4136 3.144E-23 1.647E+03
1.155E+00 0.7128  0.4113 3.115E-23 1.638E+03
1.161E+00 0.7118  0.4090 3.086E-23 1.628E+03
1.168E+00 0.7109  0.4067 3.058E-23 1.619E+03
1.175E+00 0.7099  0.4044 3.029E-23 1.609E+03
1.182E+00 0.7089  0.4022 3.002E-23 1.600E+03
1.189E+00 0.7079  0.4000 2.975E-23 1.591E+03
1.195E+00 0.7070  0.3978 2.948E-23 1.582E+03
1.202E+00 0.7060  0.3957 2.923E-23 1.574E+03
1.209E+00 0.7050  0.3935 2.898E-23 1.565E+03
1.216E+00 0.7039  0.3914 2.873E-23 1.557E+03
1.223E+00 0.7029  0.3892 2.849E-23 1.550E+03
1.230E+00 0.7019  0.3870 2.825E-23 1.542E+03
1.237E+00 0.7009  0.3847 2.801E-23 1.534E+03
1.245E+00 0.6998  0.3825 2.777E-23 1.526E+03
1.252E+00 0.6988  0.3802 2.753E-23 1.518E+03
1.259E+00 0.6978  0.3779 2.729E-23 1.510E+03
1.266E+00 0.6968  0.3757 2.705E-23 1.502E+03
1.274E+00 0.6959  0.3735 2.682E-23 1.494E+03
1.281E+00 0.6949  0.3713 2.659E-23 1.486E+03
1.288E+00 0.6939  0.3692 2.637E-23 1.478E+03
1.296E+00 0.6929  0.3671 2.615E-23 1.470E+03
1.303E+00 0.6919  0.3651 2.593E-23 1.463E+03
1.311E+00 0.6908  0.3630 2.572E-23 1.456E+03
1.318E+00 0.6898  0.3610 2.552E-23 1.449E+03
1.326E+00 0.6887  0.3590 2.532E-23 1.443E+03
1.334E+00 0.6877  0.3570 2.512E-23 1.436E+03
1.341E+00 0.6866  0.3549 2.492E-23 1.430E+03
1.349E+00 0.6856  0.3528 2.472E-23 1.423E+03
1.357E+00 0.6845  0.3507 2.452E-23 1.416E+03
1.365E+00 0.6834  0.3487 2.432E-23 1.410E+03
1.372E+00 0.6824  0.3466 2.412E-23 1.403E+03
1.380E+00 0.6813  0.3445 2.393E-23 1.396E+03
1.388E+00 0.6802  0.3425 2.373E-23 1.390E+03
1.396E+00 0.6792  0.3405 2.354E-23 1.383E+03
1.404E+00 0.6781  0.3386 2.336E-23 1.377E+03
1.413E+00 0.6770  0.3367 2.317E-23 1.370E+03
1.421E+00 0.6759  0.3348 2.299E-23 1.364E+03
1.429E+00 0.6748  0.3330 2.282E-23 1.358E+03
1.437E+00 0.6738  0.3311 2.264E-23 1.353E+03
1.445E+00 0.6727  0.3293 2.247E-23 1.347E+03
1.454E+00 0.6715  0.3274 2.230E-23 1.341E+03
1.462E+00 0.6704  0.3256 2.213E-23 1.336E+03
1.471E+00 0.6693  0.3237 2.196E-23 1.330E+03
1.479E+00 0.6681  0.3218 2.179E-23 1.325E+03
1.488E+00 0.6669  0.3199 2.163E-23 1.319E+03
1.496E+00 0.6657  0.3180 2.146E-23 1.313E+03
1.505E+00 0.6645  0.3161 2.129E-23 1.308E+03
1.514E+00 0.6633  0.3143 2.113E-23 1.302E+03
1.522E+00 0.6621  0.3125 2.096E-23 1.297E+03
1.531E+00 0.6609  0.3107 2.080E-23 1.292E+03
1.540E+00 0.6597  0.3089 2.065E-23 1.286E+03
1.549E+00 0.6585  0.3072 2.049E-23 1.281E+03
1.558E+00 0.6573  0.3054 2.034E-23 1.276E+03
1.567E+00 0.6561  0.3037 2.019E-23 1.271E+03
1.576E+00 0.6548  0.3019 2.004E-23 1.266E+03
1.585E+00 0.6536  0.3002 1.989E-23 1.261E+03
1.594E+00 0.6523  0.2984 1.974E-23 1.257E+03
1.603E+00 0.6511  0.2966 1.959E-23 1.252E+03
1.613E+00 0.6498  0.2948 1.944E-23 1.247E+03
1.622E+00 0.6485  0.2929 1.930E-23 1.242E+03
1.631E+00 0.6472  0.2911 1.915E-23 1.237E+03
1.641E+00 0.6459  0.2893 1.901E-23 1.232E+03
1.650E+00 0.6445  0.2874 1.886E-23 1.228E+03
1.660E+00 0.6432  0.2856 1.872E-23 1.223E+03
1.669E+00 0.6419  0.2838 1.858E-23 1.218E+03
1.679E+00 0.6405  0.2820 1.844E-23 1.214E+03
1.688E+00 0.6391  0.2803 1.831E-23 1.209E+03
1.698E+00 0.6378  0.2785 1.817E-23 1.205E+03
1.708E+00 0.6364  0.2767 1.804E-23 1.201E+03
1.718E+00 0.6350  0.2748 1.790E-23 1.196E+03
1.728E+00 0.6336  0.2730 1.777E-23 1.192E+03
1.738E+00 0.6321  0.2711 1.764E-23 1.188E+03
1.748E+00 0.6307  0.2693 1.750E-23 1.184E+03
1.758E+00 0.6292  0.2674 1.737E-23 1.180E+03
1.768E+00 0.6277  0.2654 1.724E-23 1.175E+03
1.778E+00 0.6261  0.2635 1.711E-23 1.171E+03
1.789E+00 0.6246  0.2616 1.698E-23 1.167E+03
1.799E+00 0.6230  0.2596 1.686E-23 1.163E+03
1.809E+00 0.6215  0.2577 1.673E-23 1.160E+03
1.820E+00 0.6199  0.2557 1.660E-23 1.156E+03
1.830E+00 0.6182  0.2537 1.648E-23 1.152E+03
1.841E+00 0.6166  0.2517 1.636E-23 1.148E+03
1.851E+00 0.6150  0.2497 1.623E-23 1.144E+03
1.862E+00 0.6133  0.2477 1.611E-23 1.141E+03
1.873E+00 0.6116  0.2456 1.599E-23 1.137E+03
1.884E+00 0.6100  0.2435 1.587E-23 1.133E+03
1.895E+00 0.6082  0.2414 1.575E-23 1.130E+03
1.905E+00 0.6065  0.2393 1.563E-23 1.126E+03
1.916E+00 0.6048  0.2371 1.551E-23 1.122E+03
1.928E+00 0.6030  0.2349 1.539E-23 1.119E+03
1.939E+00 0.6012  0.2327 1.527E-23 1.115E+03
1.950E+00 0.5994  0.2304 1.515E-23 1.112E+03
1.961E+00 0.5976  0.2281 1.504E-23 1.108E+03
1.972E+00 0.5957  0.2258 1.492E-23 1.104E+03
1.984E+00 0.5939  0.2235 1.480E-23 1.101E+03
1.995E+00 0.5920  0.2211 1.469E-23 1.097E+03
2.007E+00 0.5901  0.2187 1.457E-23 1.094E+03
2.018E+00 0.5882  0.2163 1.446E-23 1.090E+03
2.030E+00 0.5863  0.2138 1.435E-23 1.087E+03
2.042E+00 0.5844  0.2113 1.423E-23 1.083E+03
2.054E+00 0.5824  0.2088 1.412E-23 1.080E+03
2.065E+00 0.5805  0.2063 1.401E-23 1.076E+03
2.077E+00 0.5785  0.2037 1.390E-23 1.073E+03
2.089E+00 0.5765  0.2011 1.379E-23 1.069E+03
2.101E+00 0.5745  0.1985 1.368E-23 1.066E+03
2.113E+00 0.5724  0.1958 1.357E-23 1.062E+03
2.126E+00 0.5704  0.1931 1.346E-23 1.059E+03
2.138E+00 0.5683  0.1904 1.335E-23 1.055E+03
2.150E+00 0.5663  0.1877 1.324E-23 1.052E+03
2.163E+00 0.5642  0.1849 1.314E-23 1.048E+03
2.175E+00 0.5621  0.1821 1.303E-23 1.045E+03
2.188E+00 0.5599  0.1792 1.292E-23 1.041E+03
2.200E+00 0.5578  0.1764 1.282E-23 1.038E+03
2.213E+00 0.5556  0.1735 1.271E-23 1.034E+03
2.226E+00 0.5535  0.1706 1.261E-23 1.031E+03
2.239E+00 0.5513  0.1677 1.250E-23 1.027E+03
2.252E+00 0.5491  0.1648 1.240E-23 1.024E+03
2.265E+00 0.5469  0.1618 1.230E-23 1.020E+03
2.278E+00 0.5446  0.1589 1.219E-23 1.017E+03
2.291E+00 0.5424  0.1559 1.209E-23 1.013E+03
2.304E+00 0.5402  0.1529 1.199E-23 1.010E+03
2.317E+00 0.5379  0.1499 1.189E-23 1.006E+03
2.331E+00 0.5357  0.1469 1.179E-23 1.002E+03
2.344E+00 0.5334  0.1439 1.169E-23 9.988E+02
2.358E+00 0.5311  0.1409 1.159E-23 9.952E+02
2.371E+00 0.5288  0.1378 1.149E-23 9.916E+02
2.385E+00 0.5266  0.1348 1.140E-23 9.879E+02
2.399E+00 0.5243  0.1318 1.130E-23 9.842E+02
2.413E+00 0.5220  0.1288 1.120E-23 9.805E+02
2.427E+00 0.5197  0.1257 1.111E-23 9.768E+02
2.441E+00 0.5174  0.1227 1.101E-23 9.730E+02
2.455E+00 0.5151  0.1197 1.092E-23 9.692E+02
2.469E+00 0.5128  0.1167 1.082E-23 9.654E+02
2.483E+00 0.5104  0.1137 1.073E-23 9.616E+02
2.497E+00 0.5081  0.1107 1.063E-23 9.578E+02
2.512E+00 0.5058  0.1077 1.054E-23 9.540E+02
2.526E+00 0.5034  0.1048 1.045E-23 9.502E+02
2.541E+00 0.5010  0.1019 1.036E-23 9.464E+02
2.556E+00 0.4987  0.0989 1.027E-23 9.425E+02
2.570E+00 0.4963  0.0960 1.018E-23 9.386E+02
2.585E+00 0.4939  0.0932 1.009E-23 9.347E+02
2.600E+00 0.4916  0.0903 9.999E-24 9.308E+02
2.615E+00 0.4892  0.0875 9.910E-24 9.269E+02
2.630E+00 0.4868  0.0847 9.822E-24 9.229E+02
2.645E+00 0.4844  0.0819 9.734E-24 9.189E+02
2.661E+00 0.4820  0.0791 9.646E-24 9.149E+02
2.676E+00 0.4795  0.0763 9.558E-24 9.109E+02
2.692E+00 0.4770  0.0736 9.472E-24 9.070E+02
2.707E+00 0.4746  0.0709 9.386E-24 9.029E+02
2.723E+00 0.4722  0.0683 9.301E-24 8.988E+02
2.738E+00 0.4697  0.0657 9.216E-24 8.948E+02
2.754E+00 0.4673  0.0631 9.131E-24 8.906E+02
2.770E+00 0.4648  0.0606 9.047E-24 8.865E+02
2.786E+00 0.4624  0.0581 8.964E-24 8.824E+02
2.802E+00 0.4599  0.0556 8.881E-24 8.782E+02
2.818E+00 0.4574  0.0532 8.798E-24 8.741E+02
2.835E+00 0.4549  0.0508 8.716E-24 8.699E+02
2.851E+00 0.4524  0.0485 8.634E-24 8.657E+02
2.867E+00 0.4499  0.0461 8.553E-24 8.615E+02
2.884E+00 0.4473  0.0438 8.472E-24 8.572E+02
2.901E+00 0.4448  0.0416 8.391E-24 8.530E+02
2.917E+00 0.4422  0.0393 8.310E-24 8.488E+02
2.934E+00 0.4396  0.0371 8.230E-24 8.445E+02
2.951E+00 0.4370  0.0349 8.151E-24 8.402E+02
2.968E+00 0.4344  0.0328 8.073E-24 8.359E+02
2.985E+00 0.4318  0.0308 7.994E-24 8.317E+02
3.003E+00 0.4292  0.0287 7.917E-24 8.274E+02
3.020E+00 0.4266  0.0267 7.839E-24 8.231E+02
3.037E+00 0.4239  0.0247 7.762E-24 8.187E+02
3.055E+00 0.4213  0.0228 7.686E-24 8.144E+02
3.073E+00 0.4186  0.0209 7.610E-24 8.101E+02
3.090E+00 0.4159  0.0190 7.534E-24 8.058E+02
3.108E+00 0.4132  0.0172 7.460E-24 8.015E+02
3.126E+00 0.4104  0.0154 7.386E-24 7.973E+02
3.144E+00 0.4077  0.0136 7.312E-24 7.930E+02
3.162E+00 0.4050  0.0118 7.237E-24 7.884E+02
3.181E+00 0.4021  0.0101 7.168E-24 7.847E+02
3.199E+00 0.3992  0.0084 7.097E-24 7.806E+02
3.217E+00 0.3963  0.0068 7.027E-24 7.767E+02
3.236E+00 0.3933  0.0051 6.960E-24 7.731E+02
3.255E+00 0.3900  0.0035 6.897E-24 7.704E+02
3.273E+00 0.3858  0.0019 6.849E-24 7.703E+02
3.292E+00 0.3797  0.0003 6.838E-24 7.767E+02
3.311E+00 0.3776 -0.0012 6.755E-24 7.699E+02
3.330E+00 0.3777 -0.0027 6.633E-24 7.558E+02
3.350E+00 0.3759 -0.0041 6.545E-24 7.479E+02
3.369E+00 0.3735 -0.0056 6.469E-24 7.421E+02
3.388E+00 0.3708 -0.0070 6.398E-24 7.370E+02
3.408E+00 0.3681 -0.0084 6.328E-24 7.322E+02
3.428E+00 0.3652 -0.0098 6.260E-24 7.276E+02
3.447E+00 0.3624 -0.0111 6.193E-24 7.230E+02
3.467E+00 0.3595 -0.0124 6.126E-24 7.184E+02
3.487E+00 0.3566 -0.0137 6.060E-24 7.139E+02
3.508E+00 0.3537 -0.0150 5.995E-24 7.094E+02
3.528E+00 0.3508 -0.0162 5.930E-24 7.049E+02
3.548E+00 0.3479 -0.0174 5.866E-24 7.004E+02
3.569E+00 0.3449 -0.0186 5.802E-24 6.959E+02
3.589E+00 0.3420 -0.0198 5.739E-24 6.915E+02
3.610E+00 0.3390 -0.0209 5.677E-24 6.870E+02
3.631E+00 0.3361 -0.0220 5.615E-24 6.826E+02
3.652E+00 0.3331 -0.0231 5.554E-24 6.782E+02
3.673E+00 0.3301 -0.0242 5.494E-24 6.738E+02
3.694E+00 0.3271 -0.0253 5.434E-24 6.695E+02
3.715E+00 0.3241 -0.0263 5.375E-24 6.651E+02
3.737E+00 0.3211 -0.0273 5.316E-24 6.608E+02
3.758E+00 0.3181 -0.0283 5.258E-24 6.564E+02
3.780E+00 0.3151 -0.0292 5.200E-24 6.521E+02
3.802E+00 0.3121 -0.0302 5.143E-24 6.478E+02
3.824E+00 0.3091 -0.0311 5.087E-24 6.435E+02
3.846E+00 0.3061 -0.0320 5.031E-24 6.392E+02
3.868E+00 0.3031 -0.0329 4.976E-24 6.350E+02
3.890E+00 0.3001 -0.0338 4.922E-24 6.308E+02
3.913E+00 0.2970 -0.0346 4.868E-24 6.266E+02
3.936E+00 0.2940 -0.0355 4.815E-24 6.224E+02
3.958E+00 0.2910 -0.0363 4.763E-24 6.183E+02
3.981E+00 0.2880 -0.0371 4.711E-24 6.141E+02
4.004E+00 0.2850 -0.0379 4.659E-24 6.100E+02
4.027E+00 0.2819 -0.0386 4.608E-24 6.059E+02
4.050E+00 0.2789 -0.0394 4.558E-24 6.018E+02
4.074E+00 0.2759 -0.0401 4.508E-24 5.977E+02
4.097E+00 0.2729 -0.0408 4.459E-24 5.936E+02
4.121E+00 0.2700 -0.0415 4.411E-24 5.896E+02
4.145E+00 0.2670 -0.0422 4.363E-24 5.855E+02
4.169E+00 0.2640 -0.0428 4.315E-24 5.814E+02
4.193E+00 0.2611 -0.0434 4.268E-24 5.774E+02
4.217E+00 0.2582 -0.0441 4.221E-24 5.734E+02
4.241E+00 0.2552 -0.0447 4.175E-24 5.693E+02
4.266E+00 0.2523 -0.0453 4.130E-24 5.654E+02
4.290E+00 0.2494 -0.0458 4.085E-24 5.614E+02
4.315E+00 0.2465 -0.0464 4.041E-24 5.575E+02
4.340E+00 0.2436 -0.0469 3.997E-24 5.536E+02
4.365E+00 0.2407 -0.0474 3.954E-24 5.497E+02
4.390E+00 0.2378 -0.0479 3.912E-24 5.459E+02
4.416E+00 0.2350 -0.0484 3.870E-24 5.421E+02
4.441E+00 0.2321 -0.0489 3.829E-24 5.383E+02
4.467E+00 0.2292 -0.0494 3.788E-24 5.346E+02
4.493E+00 0.2264 -0.0498 3.748E-24 5.310E+02
4.519E+00 0.2235 -0.0502 3.709E-24 5.274E+02
4.545E+00 0.2207 -0.0506 3.671E-24 5.238E+02
4.571E+00 0.2179 -0.0510 3.633E-24 5.202E+02
4.597E+00 0.2150 -0.0514 3.595E-24 5.167E+02
4.624E+00 0.2122 -0.0517 3.558E-24 5.132E+02
4.651E+00 0.2094 -0.0521 3.522E-24 5.098E+02
4.677E+00 0.2067 -0.0524 3.486E-24 5.064E+02
4.704E+00 0.2039 -0.0527 3.451E-24 5.030E+02
4.732E+00 0.2012 -0.0530 3.416E-24 4.997E+02
4.759E+00 0.1984 -0.0533 3.382E-24 4.964E+02
4.786E+00 0.1957 -0.0536 3.349E-24 4.932E+02
4.814E+00 0.1930 -0.0538 3.316E-24 4.900E+02
4.842E+00 0.1903 -0.0541 3.284E-24 4.869E+02
4.870E+00 0.1876 -0.0543 3.252E-24 4.838E+02
4.898E+00 0.1849 -0.0545 3.221E-24 4.807E+02
4.926E+00 0.1823 -0.0547 3.190E-24 4.777E+02
4.955E+00 0.1797 -0.0549 3.160E-24 4.747E+02
4.983E+00 0.1771 -0.0551 3.131E-24 4.717E+02
5.012E+00 0.1745 -0.0552 3.102E-24 4.688E+02
5.041E+00 0.1719 -0.0554 3.073E-24 4.660E+02
5.070E+00 0.1693 -0.0556 3.045E-24 4.632E+02
5.099E+00 0.1667 -0.0558 3.018E-24 4.605E+02
5.129E+00 0.1642 -0.0559 2.992E-24 4.578E+02
5.158E+00 0.1617 -0.0561 2.965E-24 4.552E+02
5.188E+00 0.1592 -0.0562 2.940E-24 4.526E+02
5.218E+00 0.1567 -0.0563 2.915E-24 4.501E+02
5.248E+00 0.1542 -0.0564 2.891E-24 4.477E+02
5.278E+00 0.1517 -0.0565 2.867E-24 4.453E+02
5.309E+00 0.1492 -0.0566 2.844E-24 4.430E+02
5.339E+00 0.1468 -0.0567 2.822E-24 4.408E+02
5.370E+00 0.1444 -0.0568 2.800E-24 4.386E+02
5.401E+00 0.1419 -0.0568 2.779E-24 4.365E+02
5.433E+00 0.1395 -0.0569 2.758E-24 4.345E+02
5.464E+00 0.1371 -0.0569 2.738E-24 4.326E+02
5.495E+00 0.1347 -0.0569 2.719E-24 4.307E+02
5.527E+00 0.1324 -0.0570 2.700E-24 4.289E+02
5.559E+00 0.1300 -0.0570 2.682E-24 4.273E+02
5.591E+00 0.1276 -0.0570 2.665E-24 4.257E+02
5.623E+00 0.1253 -0.0570 2.649E-24 4.243E+02
5.656E+00 0.1229 -0.0569 2.634E-24 4.230E+02
5.689E+00 0.1206 -0.0569 2.620E-24 4.218E+02
5.721E+00 0.1182 -0.0569 2.607E-24 4.208E+02
5.754E+00 0.1158 -0.0568 2.595E-24 4.201E+02
5.788E+00 0.1134 -0.0568 2.585E-24 4.196E+02
5.821E+00 0.1110 -0.0567 2.577E-24 4.194E+02
5.855E+00 0.1085 -0.0566 2.571E-24 4.196E+02
5.888E+00 0.1060 -0.0565 2.568E-24 4.203E+02
5.922E+00 0.1033 -0.0564 2.569E-24 4.218E+02
5.957E+00 0.1005 -0.0563 2.575E-24 4.241E+02
5.991E+00 0.0976 -0.0562 2.588E-24 4.276E+02
6.026E+00 0.0944 -0.0561 2.610E-24 4.328E+02
6.060E+00 0.0909 -0.0560 2.643E-24 4.399E+02
6.095E+00 0.0872 -0.0558 2.687E-24 4.490E+02
6.131E+00 0.0835 -0.0557 2.737E-24 4.592E+02
6.166E+00 0.0803 -0.0555 2.777E-24 4.677E+02
6.202E+00 0.0780 -0.0554 2.786E-24 4.703E+02
6.237E+00 0.0771 -0.0553 2.750E-24 4.648E+02
6.273E+00 0.0771 -0.0554 2.684E-24 4.535E+02
6.310E+00 0.0771 -0.0562 2.616E-24 4.421E+02
6.346E+00 0.0772 -0.0547 2.548E-24 4.306E+02
6.383E+00 0.0769 -0.0545 2.492E-24 4.212E+02
6.419E+00 0.0764 -0.0544 2.447E-24 4.138E+02
6.457E+00 0.0756 -0.0542 2.410E-24 4.080E+02
6.494E+00 0.0747 -0.0540 2.380E-24 4.033E+02
6.531E+00 0.0736 -0.0538 2.355E-24 3.995E+02
6.569E+00 0.0724 -0.0536 2.333E-24 3.963E+02
6.607E+00 0.0712 -0.0535 2.315E-24 3.936E+02
6.645E+00 0.0699 -0.0533 2.298E-24 3.913E+02
6.683E+00 0.0686 -0.0531 2.284E-24 3.894E+02
6.722E+00 0.0673 -0.0529 2.270E-24 3.877E+02
6.761E+00 0.0659 -0.0527 2.258E-24 3.862E+02
6.800E+00 0.0646 -0.0525 2.248E-24 3.851E+02
6.839E+00 0.0632 -0.0523 2.240E-24 3.842E+02
6.879E+00 0.0618 -0.0521 2.233E-24 3.836E+02
6.918E+00 0.0604 -0.0519 2.228E-24 3.833E+02
6.958E+00 0.0589 -0.0517 2.224E-24 3.833E+02
6.998E+00 0.0574 -0.0515 2.224E-24 3.839E+02
7.039E+00 0.0559 -0.0513 2.228E-24 3.851E+02
