Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"average LMC" dust with C/H = b_C = 20.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
7.499E+01 0.0000  0.0082 3.315E-25 6.070E+01
7.542E+01 0.0000  0.0083 3.274E-25 5.994E+01
7.586E+01 0.0000  0.0083 3.233E-25 5.920E+01
7.630E+01 0.0000  0.0084 3.193E-25 5.846E+01
7.674E+01 0.0000  0.0084 3.153E-25 5.773E+01
7.718E+01 0.0000  0.0085 3.114E-25 5.701E+01
7.762E+01 0.0000  0.0085 3.075E-25 5.630E+01
7.807E+01 0.0000  0.0086 3.037E-25 5.561E+01
7.852E+01 0.0000  0.0086 2.999E-25 5.492E+01
7.898E+01 0.0000  0.0086 2.962E-25 5.424E+01
7.943E+01 0.0000  0.0086 2.926E-25 5.356E+01
7.989E+01 0.0000  0.0087 2.889E-25 5.290E+01
8.035E+01 0.0000  0.0087 2.853E-25 5.224E+01
8.082E+01 0.0000  0.0087 2.818E-25 5.159E+01
8.128E+01 0.0000  0.0087 2.783E-25 5.095E+01
8.175E+01 0.0000  0.0087 2.748E-25 5.032E+01
8.222E+01 0.0000  0.0086 2.714E-25 4.969E+01
8.270E+01 0.0000  0.0086 2.680E-25 4.907E+01
8.318E+01 0.0000  0.0086 2.647E-25 4.846E+01
8.366E+01 0.0000  0.0086 2.614E-25 4.787E+01
8.414E+01 0.0000  0.0085 2.582E-25 4.727E+01
8.463E+01 0.0000  0.0085 2.550E-25 4.669E+01
8.511E+01 0.0000  0.0084 2.519E-25 4.611E+01
8.561E+01 0.0000  0.0084 2.487E-25 4.554E+01
8.610E+01 0.0000  0.0083 2.457E-25 4.498E+01
8.660E+01 0.0000  0.0082 2.426E-25 4.442E+01
8.710E+01 0.0000  0.0082 2.396E-25 4.387E+01
8.760E+01 0.0000  0.0081 2.366E-25 4.333E+01
8.810E+01 0.0000  0.0080 2.337E-25 4.279E+01
8.861E+01 0.0000  0.0079 2.308E-25 4.226E+01
8.913E+01 0.0000  0.0078 2.280E-25 4.174E+01
8.964E+01 0.0000  0.0077 2.252E-25 4.123E+01
9.016E+01 0.0000  0.0076 2.224E-25 4.072E+01
9.068E+01 0.0000  0.0076 2.197E-25 4.022E+01
9.120E+01 0.0000  0.0075 2.170E-25 3.973E+01
9.173E+01 0.0000  0.0074 2.143E-25 3.924E+01
9.226E+01 0.0000  0.0073 2.117E-25 3.876E+01
9.279E+01 0.0000  0.0072 2.091E-25 3.829E+01
9.333E+01 0.0000  0.0071 2.066E-25 3.782E+01
9.386E+01 0.0000  0.0070 2.040E-25 3.736E+01
9.441E+01 0.0000  0.0069 2.015E-25 3.690E+01
9.495E+01 0.0000  0.0068 1.991E-25 3.645E+01
9.550E+01 0.0000  0.0067 1.966E-25 3.600E+01
9.605E+01 0.0000  0.0066 1.942E-25 3.556E+01
9.661E+01 0.0000  0.0065 1.919E-25 3.513E+01
9.716E+01 0.0000  0.0064 1.895E-25 3.470E+01
9.772E+01 0.0000  0.0063 1.872E-25 3.427E+01
9.829E+01 0.0000  0.0062 1.849E-25 3.386E+01
9.886E+01 0.0000  0.0061 1.827E-25 3.344E+01
9.943E+01 0.0000  0.0060 1.804E-25 3.304E+01
1.000E+02 0.0000  0.0059 1.782E-25 3.264E+01
1.006E+02 0.0000  0.0058 1.761E-25 3.224E+01
1.012E+02 0.0000  0.0057 1.739E-25 3.185E+01
1.017E+02 0.0000  0.0056 1.718E-25 3.146E+01
1.023E+02 0.0000  0.0055 1.697E-25 3.108E+01
1.029E+02 0.0000  0.0054 1.677E-25 3.070E+01
1.035E+02 0.0000  0.0053 1.657E-25 3.033E+01
1.041E+02 0.0000  0.0052 1.636E-25 2.996E+01
1.047E+02 0.0000  0.0050 1.616E-25 2.960E+01
1.053E+02 0.0000  0.0049 1.597E-25 2.924E+01
1.059E+02 0.0000  0.0048 1.578E-25 2.888E+01
1.065E+02 0.0000  0.0047 1.558E-25 2.853E+01
1.072E+02 0.0000  0.0045 1.540E-25 2.819E+01
1.078E+02 0.0000  0.0044 1.521E-25 2.785E+01
1.084E+02 0.0000  0.0043 1.503E-25 2.752E+01
1.090E+02 0.0000  0.0042 1.485E-25 2.718E+01
1.096E+02 0.0000  0.0040 1.467E-25 2.686E+01
1.103E+02 0.0000  0.0039 1.449E-25 2.654E+01
1.109E+02 0.0000  0.0038 1.432E-25 2.622E+01
1.116E+02 0.0000  0.0037 1.415E-25 2.591E+01
1.122E+02 0.0000  0.0035 1.398E-25 2.560E+01
1.128E+02 0.0000  0.0034 1.382E-25 2.530E+01
1.135E+02 0.0000  0.0033 1.365E-25 2.500E+01
1.142E+02 0.0000  0.0032 1.349E-25 2.470E+01
1.148E+02 0.0000  0.0031 1.333E-25 2.441E+01
1.155E+02 0.0000  0.0029 1.318E-25 2.413E+01
1.161E+02 0.0000  0.0028 1.302E-25 2.385E+01
1.168E+02 0.0000  0.0027 1.287E-25 2.357E+01
1.175E+02 0.0000  0.0026 1.272E-25 2.329E+01
1.182E+02 0.0000  0.0025 1.258E-25 2.303E+01
1.189E+02 0.0000  0.0023 1.243E-25 2.276E+01
1.195E+02 0.0000  0.0022 1.229E-25 2.250E+01
1.202E+02 0.0000  0.0021 1.214E-25 2.224E+01
1.209E+02 0.0000  0.0020 1.201E-25 2.198E+01
1.216E+02 0.0000  0.0019 1.187E-25 2.173E+01
1.223E+02 0.0000  0.0018 1.173E-25 2.148E+01
1.230E+02 0.0000  0.0017 1.160E-25 2.124E+01
1.237E+02 0.0000  0.0016 1.147E-25 2.100E+01
1.245E+02 0.0000  0.0015 1.134E-25 2.077E+01
1.252E+02 0.0000  0.0014 1.122E-25 2.054E+01
1.259E+02 0.0000  0.0013 1.109E-25 2.031E+01
1.266E+02 0.0000  0.0012 1.097E-25 2.009E+01
1.274E+02 0.0000  0.0011 1.085E-25 1.987E+01
1.281E+02 0.0000  0.0010 1.074E-25 1.966E+01
1.288E+02 0.0000  0.0009 1.062E-25 1.945E+01
1.296E+02 0.0000  0.0008 1.051E-25 1.924E+01
1.303E+02 0.0000  0.0007 1.040E-25 1.904E+01
1.311E+02 0.0000  0.0006 1.029E-25 1.884E+01
1.318E+02 0.0000  0.0005 1.018E-25 1.864E+01
1.326E+02 0.0000  0.0004 1.007E-25 1.845E+01
1.334E+02 0.0000  0.0004 9.969E-26 1.825E+01
1.341E+02 0.0000  0.0003 9.863E-26 1.806E+01
1.349E+02 0.0000  0.0002 9.756E-26 1.786E+01
1.357E+02 0.0000  0.0001 9.648E-26 1.767E+01
1.365E+02 0.0000  0.0000 9.539E-26 1.747E+01
1.372E+02 0.0000 -0.0001 9.428E-26 1.726E+01
1.380E+02 0.0000 -0.0001 9.315E-26 1.705E+01
1.388E+02 0.0000 -0.0002 9.200E-26 1.685E+01
1.396E+02 0.0000 -0.0003 9.085E-26 1.663E+01
1.404E+02 0.0000 -0.0004 8.968E-26 1.642E+01
1.413E+02 0.0000 -0.0004 8.852E-26 1.621E+01
1.421E+02 0.0000 -0.0005 8.736E-26 1.599E+01
1.429E+02 0.0000 -0.0006 8.621E-26 1.578E+01
1.437E+02 0.0000 -0.0006 8.507E-26 1.558E+01
1.445E+02 0.0000 -0.0007 8.396E-26 1.537E+01
1.454E+02 0.0000 -0.0008 8.286E-26 1.517E+01
1.462E+02 0.0000 -0.0008 8.178E-26 1.497E+01
1.471E+02 0.0000 -0.0009 8.072E-26 1.478E+01
1.479E+02 0.0000 -0.0010 7.968E-26 1.459E+01
1.488E+02 0.0000 -0.0010 7.866E-26 1.440E+01
1.496E+02 0.0000 -0.0011 7.766E-26 1.422E+01
1.505E+02 0.0000 -0.0012 7.668E-26 1.404E+01
1.514E+02 0.0000 -0.0012 7.572E-26 1.386E+01
1.522E+02 0.0000 -0.0013 7.478E-26 1.369E+01
1.531E+02 0.0000 -0.0013 7.386E-26 1.352E+01
1.540E+02 0.0000 -0.0014 7.295E-26 1.336E+01
1.549E+02 0.0000 -0.0014 7.205E-26 1.319E+01
1.558E+02 0.0000 -0.0015 7.117E-26 1.303E+01
1.567E+02 0.0000 -0.0015 7.031E-26 1.287E+01
1.576E+02 0.0000 -0.0016 6.946E-26 1.272E+01
1.585E+02 0.0000 -0.0016 6.862E-26 1.256E+01
1.594E+02 0.0000 -0.0017 6.779E-26 1.241E+01
1.603E+02 0.0000 -0.0017 6.698E-26 1.226E+01
1.613E+02 0.0000 -0.0018 6.618E-26 1.212E+01
1.622E+02 0.0000 -0.0018 6.538E-26 1.197E+01
1.631E+02 0.0000 -0.0019 6.460E-26 1.183E+01
1.641E+02 0.0000 -0.0019 6.384E-26 1.169E+01
1.650E+02 0.0000 -0.0020 6.308E-26 1.155E+01
1.660E+02 0.0000 -0.0020 6.233E-26 1.141E+01
1.669E+02 0.0000 -0.0021 6.159E-26 1.128E+01
1.679E+02 0.0000 -0.0021 6.086E-26 1.114E+01
1.688E+02 0.0000 -0.0021 6.014E-26 1.101E+01
1.698E+02 0.0000 -0.0022 5.943E-26 1.088E+01
1.708E+02 0.0000 -0.0022 5.873E-26 1.075E+01
1.718E+02 0.0000 -0.0023 5.804E-26 1.063E+01
1.728E+02 0.0000 -0.0023 5.736E-26 1.050E+01
1.738E+02 0.0000 -0.0023 5.669E-26 1.038E+01
1.748E+02 0.0000 -0.0024 5.602E-26 1.026E+01
1.758E+02 0.0000 -0.0024 5.536E-26 1.014E+01
1.768E+02 0.0000 -0.0024 5.471E-26 1.002E+01
1.778E+02 0.0000 -0.0025 5.407E-26 9.900E+00
1.789E+02 0.0000 -0.0025 5.344E-26 9.784E+00
1.799E+02 0.0000 -0.0026 5.281E-26 9.670E+00
1.809E+02 0.0000 -0.0026 5.219E-26 9.556E+00
1.820E+02 0.0000 -0.0026 5.158E-26 9.445E+00
1.830E+02 0.0000 -0.0027 5.098E-26 9.334E+00
1.841E+02 0.0000 -0.0027 5.038E-26 9.225E+00
1.851E+02 0.0000 -0.0027 4.980E-26 9.117E+00
1.862E+02 0.0000 -0.0028 4.921E-26 9.011E+00
1.873E+02 0.0000 -0.0028 4.864E-26 8.906E+00
1.884E+02 0.0000 -0.0028 4.807E-26 8.802E+00
1.895E+02 0.0000 -0.0028 4.751E-26 8.699E+00
1.905E+02 0.0000 -0.0029 4.696E-26 8.598E+00
1.916E+02 0.0000 -0.0029 4.641E-26 8.497E+00
1.928E+02 0.0000 -0.0029 4.587E-26 8.398E+00
1.939E+02 0.0000 -0.0030 4.533E-26 8.301E+00
1.950E+02 0.0000 -0.0030 4.481E-26 8.204E+00
1.961E+02 0.0000 -0.0030 4.428E-26 8.108E+00
1.972E+02 0.0000 -0.0030 4.377E-26 8.014E+00
1.984E+02 0.0000 -0.0031 4.326E-26 7.921E+00
1.995E+02 0.0000 -0.0031 4.276E-26 7.828E+00
2.007E+02 0.0000 -0.0031 4.226E-26 7.737E+00
2.018E+02 0.0000 -0.0031 4.177E-26 7.647E+00
2.030E+02 0.0000 -0.0032 4.128E-26 7.558E+00
2.042E+02 0.0000 -0.0032 4.080E-26 7.470E+00
2.054E+02 0.0000 -0.0032 4.032E-26 7.383E+00
2.065E+02 0.0000 -0.0032 3.985E-26 7.297E+00
2.077E+02 0.0000 -0.0033 3.939E-26 7.212E+00
2.089E+02 0.0000 -0.0033 3.893E-26 7.128E+00
2.101E+02 0.0000 -0.0033 3.848E-26 7.045E+00
2.113E+02 0.0000 -0.0033 3.803E-26 6.963E+00
2.126E+02 0.0000 -0.0034 3.759E-26 6.882E+00
2.138E+02 0.0000 -0.0034 3.715E-26 6.802E+00
2.150E+02 0.0000 -0.0034 3.672E-26 6.723E+00
2.163E+02 0.0000 -0.0034 3.629E-26 6.645E+00
2.175E+02 0.0000 -0.0034 3.587E-26 6.568E+00
2.188E+02 0.0000 -0.0035 3.545E-26 6.492E+00
2.200E+02 0.0000 -0.0035 3.504E-26 6.416E+00
2.213E+02 0.0000 -0.0035 3.463E-26 6.341E+00
2.226E+02 0.0000 -0.0035 3.423E-26 6.268E+00
2.239E+02 0.0000 -0.0035 3.383E-26 6.195E+00
2.252E+02 0.0000 -0.0036 3.344E-26 6.123E+00
2.265E+02 0.0000 -0.0036 3.305E-26 6.052E+00
2.278E+02 0.0000 -0.0036 3.267E-26 5.982E+00
2.291E+02 0.0000 -0.0036 3.229E-26 5.913E+00
2.304E+02 0.0000 -0.0036 3.192E-26 5.844E+00
2.317E+02 0.0000 -0.0036 3.155E-26 5.777E+00
2.331E+02 0.0000 -0.0037 3.119E-26 5.710E+00
2.344E+02 0.0000 -0.0037 3.083E-26 5.644E+00
2.358E+02 0.0000 -0.0037 3.047E-26 5.579E+00
2.371E+02 0.0000 -0.0037 3.012E-26 5.514E+00
2.385E+02 0.0000 -0.0037 2.977E-26 5.451E+00
2.399E+02 0.0000 -0.0037 2.943E-26 5.388E+00
2.413E+02 0.0000 -0.0038 2.908E-26 5.324E+00
2.427E+02 0.0000 -0.0038 2.873E-26 5.260E+00
2.441E+02 0.0000 -0.0038 2.838E-26 5.196E+00
2.455E+02 0.0000 -0.0038 2.804E-26 5.133E+00
2.469E+02 0.0000 -0.0038 2.769E-26 5.070E+00
2.483E+02 0.0000 -0.0038 2.735E-26 5.008E+00
2.497E+02 0.0000 -0.0038 2.701E-26 4.946E+00
2.512E+02 0.0000 -0.0039 2.666E-26 4.882E+00
2.526E+02 0.0000 -0.0039 2.632E-26 4.818E+00
2.541E+02 0.0000 -0.0039 2.597E-26 4.755E+00
2.556E+02 0.0000 -0.0039 2.563E-26 4.692E+00
2.570E+02 0.0000 -0.0039 2.529E-26 4.630E+00
2.585E+02 0.0000 -0.0039 2.495E-26 4.569E+00
2.600E+02 0.0000 -0.0039 2.462E-26 4.508E+00
2.615E+02 0.0000 -0.0039 2.429E-26 4.448E+00
2.630E+02 0.0000 -0.0040 2.397E-26 4.389E+00
2.645E+02 0.0000 -0.0040 2.365E-26 4.330E+00
2.661E+02 0.0000 -0.0040 2.334E-26 4.273E+00
2.676E+02 0.0000 -0.0040 2.303E-26 4.216E+00
2.692E+02 0.0000 -0.0040 2.272E-26 4.161E+00
2.707E+02 0.0000 -0.0040 2.243E-26 4.106E+00
2.723E+02 0.0000 -0.0040 2.213E-26 4.052E+00
2.738E+02 0.0000 -0.0040 2.184E-26 3.999E+00
2.754E+02 0.0000 -0.0040 2.156E-26 3.947E+00
2.770E+02 0.0000 -0.0041 2.128E-26 3.896E+00
2.786E+02 0.0000 -0.0041 2.100E-26 3.845E+00
2.802E+02 0.0000 -0.0041 2.073E-26 3.795E+00
2.818E+02 0.0000 -0.0041 2.046E-26 3.746E+00
2.835E+02 0.0000 -0.0041 2.020E-26 3.698E+00
2.851E+02 0.0000 -0.0041 1.994E-26 3.651E+00
2.867E+02 0.0000 -0.0041 1.968E-26 3.604E+00
2.884E+02 0.0000 -0.0041 1.943E-26 3.558E+00
2.901E+02 0.0000 -0.0041 1.918E-26 3.512E+00
2.917E+02 0.0000 -0.0041 1.894E-26 3.467E+00
2.934E+02 0.0000 -0.0042 1.870E-26 3.423E+00
2.951E+02 0.0000 -0.0042 1.846E-26 3.379E+00
2.968E+02 0.0000 -0.0042 1.822E-26 3.337E+00
2.985E+02 0.0000 -0.0042 1.799E-26 3.294E+00
3.003E+02 0.0000 -0.0042 1.776E-26 3.253E+00
3.020E+02 0.0000 -0.0042 1.754E-26 3.211E+00
3.037E+02 0.0000 -0.0042 1.732E-26 3.171E+00
3.055E+02 0.0000 -0.0042 1.710E-26 3.131E+00
3.073E+02 0.0000 -0.0042 1.689E-26 3.092E+00
3.090E+02 0.0000 -0.0042 1.667E-26 3.053E+00
3.108E+02 0.0000 -0.0042 1.646E-26 3.015E+00
3.126E+02 0.0000 -0.0042 1.626E-26 2.977E+00
3.144E+02 0.0000 -0.0042 1.606E-26 2.940E+00
3.162E+02 0.0000 -0.0043 1.586E-26 2.903E+00
3.181E+02 0.0000 -0.0043 1.566E-26 2.867E+00
3.199E+02 0.0000 -0.0043 1.546E-26 2.831E+00
3.217E+02 0.0000 -0.0043 1.527E-26 2.796E+00
3.236E+02 0.0000 -0.0043 1.508E-26 2.762E+00
3.255E+02 0.0000 -0.0043 1.490E-26 2.728E+00
3.273E+02 0.0000 -0.0043 1.471E-26 2.694E+00
3.292E+02 0.0000 -0.0043 1.453E-26 2.661E+00
3.311E+02 0.0000 -0.0043 1.435E-26 2.628E+00
3.330E+02 0.0000 -0.0043 1.418E-26 2.596E+00
3.350E+02 0.0000 -0.0043 1.400E-26 2.564E+00
3.369E+02 0.0000 -0.0043 1.383E-26 2.533E+00
3.388E+02 0.0000 -0.0043 1.366E-26 2.502E+00
3.408E+02 0.0000 -0.0043 1.350E-26 2.471E+00
3.428E+02 0.0000 -0.0043 1.333E-26 2.441E+00
3.447E+02 0.0000 -0.0043 1.317E-26 2.412E+00
3.467E+02 0.0000 -0.0043 1.301E-26 2.383E+00
3.487E+02 0.0000 -0.0044 1.286E-26 2.354E+00
3.508E+02 0.0000 -0.0044 1.270E-26 2.325E+00
3.528E+02 0.0000 -0.0044 1.255E-26 2.297E+00
3.548E+02 0.0000 -0.0044 1.240E-26 2.270E+00
3.569E+02 0.0000 -0.0044 1.225E-26 2.243E+00
3.589E+02 0.0000 -0.0044 1.210E-26 2.216E+00
3.610E+02 0.0000 -0.0044 1.196E-26 2.189E+00
3.631E+02 0.0000 -0.0044 1.182E-26 2.163E+00
3.652E+02 0.0000 -0.0044 1.167E-26 2.138E+00
3.673E+02 0.0000 -0.0044 1.154E-26 2.112E+00
3.694E+02 0.0000 -0.0044 1.140E-26 2.087E+00
3.715E+02 0.0000 -0.0044 1.126E-26 2.063E+00
3.737E+02 0.0000 -0.0044 1.113E-26 2.038E+00
3.758E+02 0.0000 -0.0044 1.100E-26 2.014E+00
3.780E+02 0.0000 -0.0044 1.087E-26 1.991E+00
3.802E+02 0.0000 -0.0044 1.074E-26 1.967E+00
3.824E+02 0.0000 -0.0044 1.062E-26 1.944E+00
3.846E+02 0.0000 -0.0044 1.049E-26 1.922E+00
3.868E+02 0.0000 -0.0044 1.037E-26 1.899E+00
3.890E+02 0.0000 -0.0044 1.025E-26 1.877E+00
3.913E+02 0.0000 -0.0044 1.013E-26 1.855E+00
3.936E+02 0.0000 -0.0044 1.002E-26 1.834E+00
3.958E+02 0.0000 -0.0044 9.899E-27 1.813E+00
3.981E+02 0.0000 -0.0044 9.785E-27 1.792E+00
4.004E+02 0.0000 -0.0044 9.673E-27 1.771E+00
4.027E+02 0.0000 -0.0044 9.562E-27 1.751E+00
4.050E+02 0.0000 -0.0044 9.452E-27 1.731E+00
4.074E+02 0.0000 -0.0044 9.345E-27 1.711E+00
4.097E+02 0.0000 -0.0044 9.238E-27 1.691E+00
4.121E+02 0.0000 -0.0044 9.133E-27 1.672E+00
4.145E+02 0.0000 -0.0044 9.029E-27 1.653E+00
4.169E+02 0.0000 -0.0044 8.927E-27 1.635E+00
4.193E+02 0.0000 -0.0044 8.826E-27 1.616E+00
4.217E+02 0.0000 -0.0044 8.727E-27 1.598E+00
4.241E+02 0.0000 -0.0044 8.629E-27 1.580E+00
4.266E+02 0.0000 -0.0044 8.532E-27 1.562E+00
4.290E+02 0.0000 -0.0044 8.436E-27 1.545E+00
4.315E+02 0.0000 -0.0044 8.342E-27 1.527E+00
4.340E+02 0.0000 -0.0044 8.249E-27 1.510E+00
4.365E+02 0.0000 -0.0044 8.157E-27 1.494E+00
4.390E+02 0.0000 -0.0044 8.067E-27 1.477E+00
4.416E+02 0.0000 -0.0044 7.977E-27 1.461E+00
4.441E+02 0.0000 -0.0045 7.889E-27 1.444E+00
4.467E+02 0.0000 -0.0045 7.802E-27 1.429E+00
4.493E+02 0.0000 -0.0045 7.716E-27 1.413E+00
4.519E+02 0.0000 -0.0045 7.631E-27 1.397E+00
4.545E+02 0.0000 -0.0045 7.547E-27 1.382E+00
4.571E+02 0.0000 -0.0045 7.465E-27 1.367E+00
4.597E+02 0.0000 -0.0045 7.383E-27 1.352E+00
4.624E+02 0.0000 -0.0044 7.302E-27 1.337E+00
4.651E+02 0.0000 -0.0044 7.223E-27 1.322E+00
4.677E+02 0.0000 -0.0044 7.144E-27 1.308E+00
4.704E+02 0.0000 -0.0044 7.067E-27 1.294E+00
4.732E+02 0.0000 -0.0044 6.990E-27 1.280E+00
4.759E+02 0.0000 -0.0044 6.915E-27 1.266E+00
4.786E+02 0.0000 -0.0044 6.840E-27 1.252E+00
4.814E+02 0.0000 -0.0044 6.766E-27 1.239E+00
4.842E+02 0.0000 -0.0044 6.694E-27 1.226E+00
4.870E+02 0.0000 -0.0044 6.622E-27 1.212E+00
4.898E+02 0.0000 -0.0044 6.551E-27 1.199E+00
4.926E+02 0.0000 -0.0044 6.481E-27 1.187E+00
4.955E+02 0.0000 -0.0044 6.412E-27 1.174E+00
4.983E+02 0.0000 -0.0044 6.344E-27 1.162E+00
5.012E+02 0.0000 -0.0044 6.277E-27 1.149E+00
5.041E+02 0.0000 -0.0044 6.210E-27 1.137E+00
5.070E+02 0.0000 -0.0044 6.144E-27 1.125E+00
5.099E+02 0.0000 -0.0044 6.080E-27 1.113E+00
5.129E+02 0.0000 -0.0044 6.016E-27 1.101E+00
5.158E+02 0.0000 -0.0044 5.952E-27 1.090E+00
5.188E+02 0.0000 -0.0044 5.890E-27 1.078E+00
5.218E+02 0.0000 -0.0044 5.828E-27 1.067E+00
5.248E+02 0.0000 -0.0044 5.767E-27 1.056E+00
5.278E+02 0.0000 -0.0044 5.707E-27 1.045E+00
5.309E+02 0.0000 -0.0044 5.648E-27 1.034E+00
5.339E+02 0.0000 -0.0044 5.589E-27 1.023E+00
5.370E+02 0.0000 -0.0044 5.531E-27 1.013E+00
5.401E+02 0.0000 -0.0044 5.474E-27 1.002E+00
5.433E+02 0.0000 -0.0044 5.418E-27 9.920E-01
5.464E+02 0.0000 -0.0044 5.362E-27 9.817E-01
5.495E+02 0.0000 -0.0044 5.307E-27 9.717E-01
5.527E+02 0.0000 -0.0044 5.252E-27 9.617E-01
5.559E+02 0.0000 -0.0044 5.199E-27 9.519E-01
5.591E+02 0.0000 -0.0044 5.146E-27 9.422E-01
5.623E+02 0.0000 -0.0044 5.093E-27 9.326E-01
5.656E+02 0.0000 -0.0044 5.042E-27 9.231E-01
5.689E+02 0.0000 -0.0044 4.990E-27 9.137E-01
5.721E+02 0.0000 -0.0044 4.940E-27 9.045E-01
5.754E+02 0.0000 -0.0044 4.890E-27 8.954E-01
5.788E+02 0.0000 -0.0044 4.841E-27 8.863E-01
5.821E+02 0.0000 -0.0044 4.792E-27 8.774E-01
5.855E+02 0.0000 -0.0044 4.744E-27 8.686E-01
5.888E+02 0.0000 -0.0044 4.697E-27 8.599E-01
5.922E+02 0.0000 -0.0044 4.650E-27 8.513E-01
5.957E+02 0.0000 -0.0043 4.603E-27 8.428E-01
5.991E+02 0.0000 -0.0043 4.557E-27 8.345E-01
6.026E+02 0.0000 -0.0043 4.512E-27 8.262E-01
6.060E+02 0.0000 -0.0043 4.467E-27 8.180E-01
6.095E+02 0.0000 -0.0043 4.423E-27 8.099E-01
6.131E+02 0.0000 -0.0043 4.380E-27 8.019E-01
6.166E+02 0.0000 -0.0043 4.336E-27 7.940E-01
6.202E+02 0.0000 -0.0043 4.294E-27 7.862E-01
6.237E+02 0.0000 -0.0043 4.251E-27 7.784E-01
6.273E+02 0.0000 -0.0043 4.210E-27 7.708E-01
6.310E+02 0.0000 -0.0043 4.169E-27 7.633E-01
6.346E+02 0.0000 -0.0043 4.128E-27 7.558E-01
6.383E+02 0.0000 -0.0043 4.088E-27 7.485E-01
6.419E+02 0.0000 -0.0043 4.048E-27 7.412E-01
6.457E+02 0.0000 -0.0043 4.009E-27 7.340E-01
6.494E+02 0.0000 -0.0043 3.970E-27 7.268E-01
6.531E+02 0.0000 -0.0043 3.931E-27 7.198E-01
6.569E+02 0.0000 -0.0043 3.893E-27 7.129E-01
6.607E+02 0.0000 -0.0043 3.856E-27 7.060E-01
6.645E+02 0.0000 -0.0043 3.819E-27 6.993E-01
6.683E+02 0.0000 -0.0042 3.783E-27 6.927E-01
6.722E+02 0.0000 -0.0042 3.747E-27 6.861E-01
6.761E+02 0.0000 -0.0042 3.712E-27 6.797E-01
6.800E+02 0.0000 -0.0042 3.677E-27 6.732E-01
6.839E+02 0.0000 -0.0042 3.642E-27 6.668E-01
6.879E+02 0.0000 -0.0042 3.607E-27 6.605E-01
6.918E+02 0.0000 -0.0042 3.573E-27 6.543E-01
6.958E+02 0.0000 -0.0042 3.539E-27 6.481E-01
6.998E+02 0.0000 -0.0042 3.506E-27 6.419E-01
7.039E+02 0.0000 -0.0042 3.473E-27 6.359E-01
7.079E+02 0.0000 -0.0042 3.440E-27 6.299E-01
7.120E+02 0.0000 -0.0042 3.408E-27 6.239E-01
7.161E+02 0.0000 -0.0042 3.376E-27 6.181E-01
7.203E+02 0.0000 -0.0042 3.344E-27 6.122E-01
7.244E+02 0.0000 -0.0042 3.312E-27 6.065E-01
7.286E+02 0.0000 -0.0041 3.281E-27 6.008E-01
7.328E+02 0.0000 -0.0041 3.251E-27 5.952E-01
7.371E+02 0.0000 -0.0041 3.220E-27 5.896E-01
7.413E+02 0.0000 -0.0041 3.190E-27 5.841E-01
7.456E+02 0.0000 -0.0041 3.161E-27 5.787E-01
7.499E+02 0.0000 -0.0041 3.131E-27 5.733E-01
7.542E+02 0.0000 -0.0041 3.102E-27 5.680E-01
7.586E+02 0.0000 -0.0041 3.074E-27 5.628E-01
7.630E+02 0.0000 -0.0041 3.045E-27 5.576E-01
7.674E+02 0.0000 -0.0041 3.017E-27 5.524E-01
7.718E+02 0.0000 -0.0041 2.989E-27 5.473E-01
7.762E+02 0.0000 -0.0041 2.962E-27 5.423E-01
7.807E+02 0.0000 -0.0041 2.934E-27 5.373E-01
7.852E+02 0.0000 -0.0040 2.907E-27 5.323E-01
7.898E+02 0.0000 -0.0040 2.880E-27 5.274E-01
7.943E+02 0.0000 -0.0040 2.854E-27 5.225E-01
