Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"SMC bar" dust with C/H = b_C = 0 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
6.958E+00 0.0710 -0.0758 1.321E-24 3.501E+02
6.998E+00 0.0695 -0.0762 1.317E-24 3.496E+02
7.039E+00 0.0680 -0.0765 1.314E-24 3.494E+02
7.079E+00 0.0665 -0.0767 1.312E-24 3.494E+02
7.120E+00 0.0650 -0.0770 1.310E-24 3.494E+02
7.161E+00 0.0633 -0.0773 1.312E-24 3.504E+02
7.203E+00 0.0615 -0.0776 1.317E-24 3.525E+02
7.244E+00 0.0596 -0.0778 1.327E-24 3.558E+02
7.286E+00 0.0576 -0.0781 1.340E-24 3.603E+02
7.328E+00 0.0556 -0.0783 1.355E-24 3.649E+02
7.371E+00 0.0533 -0.0786 1.377E-24 3.718E+02
7.413E+00 0.0509 -0.0788 1.408E-24 3.812E+02
7.456E+00 0.0482 -0.0790 1.448E-24 3.931E+02
7.499E+00 0.0455 -0.0792 1.497E-24 4.075E+02
7.542E+00 0.0427 -0.0794 1.556E-24 4.249E+02
7.586E+00 0.0398 -0.0796 1.630E-24 4.465E+02
7.630E+00 0.0368 -0.0797 1.718E-24 4.721E+02
7.674E+00 0.0339 -0.0799 1.820E-24 5.015E+02
7.718E+00 0.0311 -0.0800 1.935E-24 5.347E+02
7.762E+00 0.0284 -0.0801 2.064E-24 5.720E+02
7.807E+00 0.0259 -0.0803 2.212E-24 6.145E+02
7.852E+00 0.0235 -0.0804 2.377E-24 6.621E+02
7.898E+00 0.0213 -0.0804 2.560E-24 7.146E+02
7.943E+00 0.0193 -0.0805 2.760E-24 7.720E+02
7.989E+00 0.0175 -0.0805 2.977E-24 8.343E+02
8.035E+00 0.0158 -0.0805 3.217E-24 9.030E+02
8.082E+00 0.0143 -0.0805 3.475E-24 9.769E+02
8.128E+00 0.0129 -0.0804 3.748E-24 1.055E+03
8.175E+00 0.0118 -0.0803 4.038E-24 1.138E+03
8.222E+00 0.0107 -0.0802 4.342E-24 1.225E+03
8.270E+00 0.0098 -0.0800 4.656E-24 1.315E+03
8.318E+00 0.0090 -0.0799 4.927E-24 1.393E+03
8.366E+00 0.0084 -0.0797 5.192E-24 1.469E+03
8.414E+00 0.0078 -0.0794 5.436E-24 1.538E+03
8.463E+00 0.0073 -0.0792 5.668E-24 1.605E+03
8.511E+00 0.0069 -0.0790 5.888E-24 1.668E+03
8.561E+00 0.0065 -0.0788 6.110E-24 1.731E+03
8.610E+00 0.0062 -0.0785 6.339E-24 1.797E+03
8.660E+00 0.0058 -0.0782 6.588E-24 1.868E+03
8.710E+00 0.0055 -0.0778 6.859E-24 1.946E+03
8.760E+00 0.0051 -0.0774 7.153E-24 2.030E+03
8.810E+00 0.0048 -0.0770 7.476E-24 2.122E+03
8.861E+00 0.0045 -0.0765 7.819E-24 2.220E+03
8.913E+00 0.0042 -0.0759 8.184E-24 2.324E+03
8.964E+00 0.0040 -0.0752 8.559E-24 2.432E+03
9.016E+00 0.0038 -0.0745 8.942E-24 2.541E+03
9.068E+00 0.0035 -0.0738 9.316E-24 2.648E+03
9.120E+00 0.0034 -0.0730 9.674E-24 2.750E+03
9.173E+00 0.0032 -0.0722 9.997E-24 2.842E+03
9.226E+00 0.0031 -0.0714 1.028E-23 2.922E+03
9.279E+00 0.0030 -0.0707 1.051E-23 2.988E+03
9.333E+00 0.0029 -0.0699 1.067E-23 3.036E+03
9.386E+00 0.0028 -0.0693 1.079E-23 3.068E+03
9.441E+00 0.0027 -0.0686 1.083E-23 3.082E+03
9.495E+00 0.0027 -0.0681 1.083E-23 3.080E+03
9.550E+00 0.0026 -0.0675 1.077E-23 3.064E+03
9.605E+00 0.0026 -0.0671 1.068E-23 3.038E+03
9.661E+00 0.0026 -0.0667 1.055E-23 3.001E+03
9.716E+00 0.0026 -0.0663 1.040E-23 2.958E+03
9.772E+00 0.0026 -0.0660 1.024E-23 2.915E+03
9.829E+00 0.0025 -0.0657 1.009E-23 2.872E+03
9.886E+00 0.0025 -0.0654 9.947E-24 2.830E+03
9.943E+00 0.0025 -0.0650 9.806E-24 2.790E+03
1.000E+01 0.0025 -0.0647 9.671E-24 2.752E+03
1.006E+01 0.0025 -0.0644 9.549E-24 2.717E+03
1.012E+01 0.0024 -0.0640 9.426E-24 2.682E+03
1.017E+01 0.0024 -0.0636 9.304E-24 2.648E+03
1.023E+01 0.0024 -0.0632 9.175E-24 2.611E+03
1.029E+01 0.0024 -0.0629 9.028E-24 2.569E+03
1.035E+01 0.0024 -0.0625 8.859E-24 2.521E+03
1.041E+01 0.0024 -0.0622 8.660E-24 2.464E+03
1.047E+01 0.0024 -0.0619 8.443E-24 2.403E+03
1.053E+01 0.0024 -0.0616 8.208E-24 2.336E+03
1.059E+01 0.0024 -0.0615 7.964E-24 2.266E+03
1.065E+01 0.0024 -0.0613 7.724E-24 2.198E+03
1.072E+01 0.0024 -0.0612 7.494E-24 2.132E+03
1.078E+01 0.0024 -0.0611 7.282E-24 2.072E+03
1.084E+01 0.0025 -0.0609 7.083E-24 2.015E+03
1.090E+01 0.0025 -0.0608 6.897E-24 1.963E+03
1.096E+01 0.0025 -0.0607 6.723E-24 1.913E+03
1.103E+01 0.0025 -0.0606 6.556E-24 1.865E+03
1.109E+01 0.0025 -0.0604 6.390E-24 1.818E+03
1.116E+01 0.0025 -0.0603 6.224E-24 1.771E+03
1.122E+01 0.0025 -0.0602 6.062E-24 1.725E+03
1.128E+01 0.0025 -0.0602 5.905E-24 1.680E+03
1.135E+01 0.0025 -0.0601 5.755E-24 1.637E+03
1.142E+01 0.0025 -0.0601 5.611E-24 1.596E+03
1.148E+01 0.0024 -0.0609 5.478E-24 1.559E+03
1.155E+01 0.0025 -0.0569 5.344E-24 1.521E+03
1.161E+01 0.0025 -0.0584 5.211E-24 1.483E+03
1.168E+01 0.0025 -0.0585 5.085E-24 1.447E+03
1.175E+01 0.0025 -0.0584 4.952E-24 1.409E+03
1.182E+01 0.0025 -0.0583 4.818E-24 1.371E+03
1.189E+01 0.0025 -0.0582 4.685E-24 1.333E+03
1.195E+01 0.0025 -0.0581 4.553E-24 1.295E+03
1.202E+01 0.0025 -0.0580 4.424E-24 1.259E+03
1.209E+01 0.0025 -0.0579 4.298E-24 1.223E+03
1.216E+01 0.0025 -0.0578 4.175E-24 1.188E+03
1.223E+01 0.0025 -0.0577 4.065E-24 1.156E+03
1.230E+01 0.0025 -0.0576 3.961E-24 1.127E+03
1.237E+01 0.0025 -0.0575 3.859E-24 1.098E+03
1.245E+01 0.0025 -0.0574 3.756E-24 1.069E+03
1.252E+01 0.0025 -0.0574 3.653E-24 1.039E+03
1.259E+01 0.0025 -0.0573 3.552E-24 1.011E+03
1.266E+01 0.0026 -0.0573 3.454E-24 9.826E+02
1.274E+01 0.0026 -0.0573 3.356E-24 9.548E+02
1.281E+01 0.0026 -0.0572 3.262E-24 9.280E+02
1.288E+01 0.0026 -0.0572 3.171E-24 9.023E+02
1.296E+01 0.0026 -0.0572 3.087E-24 8.782E+02
1.303E+01 0.0026 -0.0572 3.008E-24 8.557E+02
1.311E+01 0.0026 -0.0571 2.932E-24 8.342E+02
1.318E+01 0.0026 -0.0571 2.860E-24 8.136E+02
1.326E+01 0.0026 -0.0571 2.787E-24 7.929E+02
1.334E+01 0.0026 -0.0571 2.717E-24 7.731E+02
1.341E+01 0.0026 -0.0571 2.650E-24 7.541E+02
1.349E+01 0.0026 -0.0571 2.586E-24 7.358E+02
1.357E+01 0.0025 -0.0571 2.524E-24 7.182E+02
1.365E+01 0.0025 -0.0571 2.469E-24 7.023E+02
1.372E+01 0.0025 -0.0571 2.418E-24 6.880E+02
1.380E+01 0.0025 -0.0571 2.375E-24 6.756E+02
1.388E+01 0.0025 -0.0571 2.341E-24 6.661E+02
1.396E+01 0.0024 -0.0571 2.315E-24 6.589E+02
1.404E+01 0.0024 -0.0571 2.298E-24 6.538E+02
1.413E+01 0.0023 -0.0571 2.289E-24 6.513E+02
1.421E+01 0.0023 -0.0571 2.289E-24 6.514E+02
1.429E+01 0.0022 -0.0571 2.295E-24 6.533E+02
1.437E+01 0.0021 -0.0570 2.309E-24 6.572E+02
1.445E+01 0.0021 -0.0570 2.329E-24 6.628E+02
1.454E+01 0.0020 -0.0569 2.352E-24 6.697E+02
1.462E+01 0.0019 -0.0568 2.381E-24 6.778E+02
1.471E+01 0.0018 -0.0567 2.414E-24 6.872E+02
1.479E+01 0.0018 -0.0566 2.449E-24 6.974E+02
1.488E+01 0.0017 -0.0565 2.483E-24 7.072E+02
1.496E+01 0.0016 -0.0564 2.519E-24 7.175E+02
1.505E+01 0.0016 -0.0562 2.556E-24 7.278E+02
1.514E+01 0.0015 -0.0560 2.593E-24 7.384E+02
1.522E+01 0.0015 -0.0559 2.632E-24 7.497E+02
1.531E+01 0.0014 -0.0557 2.673E-24 7.614E+02
1.540E+01 0.0013 -0.0555 2.715E-24 7.734E+02
1.549E+01 0.0013 -0.0553 2.758E-24 7.858E+02
1.558E+01 0.0012 -0.0551 2.803E-24 7.985E+02
1.567E+01 0.0012 -0.0549 2.848E-24 8.114E+02
1.576E+01 0.0012 -0.0547 2.894E-24 8.246E+02
1.585E+01 0.0011 -0.0544 2.941E-24 8.379E+02
1.594E+01 0.0011 -0.0542 2.988E-24 8.514E+02
1.603E+01 0.0010 -0.0540 3.035E-24 8.649E+02
1.613E+01 0.0010 -0.0538 3.083E-24 8.786E+02
1.622E+01 0.0010 -0.0535 3.131E-24 8.923E+02
1.631E+01 0.0009 -0.0533 3.180E-24 9.063E+02
1.641E+01 0.0009 -0.0530 3.231E-24 9.208E+02
1.650E+01 0.0009 -0.0528 3.277E-24 9.339E+02
1.660E+01 0.0008 -0.0525 3.323E-24 9.470E+02
1.669E+01 0.0008 -0.0523 3.368E-24 9.600E+02
1.679E+01 0.0008 -0.0520 3.412E-24 9.724E+02
1.688E+01 0.0007 -0.0517 3.452E-24 9.840E+02
1.698E+01 0.0007 -0.0515 3.491E-24 9.951E+02
1.708E+01 0.0007 -0.0512 3.528E-24 1.006E+03
1.718E+01 0.0007 -0.0509 3.563E-24 1.016E+03
1.728E+01 0.0007 -0.0506 3.598E-24 1.025E+03
1.738E+01 0.0006 -0.0503 3.630E-24 1.035E+03
1.748E+01 0.0006 -0.0500 3.660E-24 1.043E+03
1.758E+01 0.0006 -0.0497 3.687E-24 1.051E+03
1.768E+01 0.0006 -0.0494 3.710E-24 1.058E+03
1.778E+01 0.0006 -0.0491 3.729E-24 1.063E+03
1.789E+01 0.0006 -0.0489 3.743E-24 1.067E+03
1.799E+01 0.0005 -0.0486 3.754E-24 1.070E+03
1.809E+01 0.0005 -0.0483 3.761E-24 1.072E+03
1.820E+01 0.0005 -0.0480 3.765E-24 1.073E+03
1.830E+01 0.0005 -0.0477 3.765E-24 1.073E+03
1.841E+01 0.0005 -0.0475 3.760E-24 1.072E+03
1.851E+01 0.0005 -0.0472 3.752E-24 1.070E+03
1.862E+01 0.0005 -0.0469 3.740E-24 1.066E+03
1.873E+01 0.0005 -0.0467 3.724E-24 1.062E+03
1.884E+01 0.0005 -0.0464 3.704E-24 1.056E+03
1.895E+01 0.0005 -0.0462 3.680E-24 1.049E+03
1.905E+01 0.0005 -0.0460 3.653E-24 1.042E+03
1.916E+01 0.0005 -0.0458 3.623E-24 1.033E+03
1.928E+01 0.0004 -0.0456 3.589E-24 1.023E+03
1.939E+01 0.0004 -0.0455 3.553E-24 1.013E+03
1.950E+01 0.0004 -0.0453 3.513E-24 1.002E+03
1.961E+01 0.0004 -0.0452 3.472E-24 9.898E+02
1.972E+01 0.0004 -0.0452 3.428E-24 9.774E+02
1.984E+01 0.0004 -0.0451 3.382E-24 9.644E+02
1.995E+01 0.0004 -0.0450 3.335E-24 9.509E+02
2.007E+01 0.0004 -0.0450 3.287E-24 9.373E+02
2.018E+01 0.0004 -0.0450 3.240E-24 9.237E+02
2.030E+01 0.0004 -0.0450 3.192E-24 9.101E+02
2.042E+01 0.0004 -0.0449 3.150E-24 8.982E+02
2.054E+01 0.0004 -0.0449 3.112E-24 8.873E+02
2.065E+01 0.0004 -0.0448 3.075E-24 8.768E+02
2.077E+01 0.0004 -0.0448 3.039E-24 8.664E+02
2.089E+01 0.0004 -0.0447 3.002E-24 8.559E+02
2.101E+01 0.0004 -0.0447 2.965E-24 8.454E+02
2.113E+01 0.0004 -0.0447 2.927E-24 8.344E+02
2.126E+01 0.0004 -0.0446 2.889E-24 8.236E+02
2.138E+01 0.0004 -0.0446 2.851E-24 8.129E+02
2.150E+01 0.0004 -0.0445 2.817E-24 8.033E+02
2.163E+01 0.0004 -0.0445 2.784E-24 7.939E+02
2.175E+01 0.0004 -0.0444 2.752E-24 7.847E+02
2.188E+01 0.0004 -0.0443 2.720E-24 7.755E+02
2.200E+01 0.0004 -0.0443 2.687E-24 7.661E+02
2.213E+01 0.0004 -0.0442 2.654E-24 7.567E+02
2.226E+01 0.0004 -0.0441 2.618E-24 7.466E+02
2.239E+01 0.0004 -0.0441 2.583E-24 7.365E+02
2.252E+01 0.0003 -0.0440 2.548E-24 7.265E+02
2.265E+01 0.0003 -0.0440 2.515E-24 7.170E+02
2.278E+01 0.0003 -0.0439 2.483E-24 7.080E+02
2.291E+01 0.0003 -0.0439 2.453E-24 6.993E+02
2.304E+01 0.0003 -0.0438 2.425E-24 6.914E+02
2.317E+01 0.0003 -0.0437 2.398E-24 6.837E+02
2.331E+01 0.0003 -0.0436 2.371E-24 6.762E+02
2.344E+01 0.0003 -0.0436 2.344E-24 6.685E+02
2.358E+01 0.0003 -0.0435 2.316E-24 6.603E+02
2.371E+01 0.0003 -0.0434 2.288E-24 6.523E+02
2.385E+01 0.0003 -0.0434 2.260E-24 6.444E+02
2.399E+01 0.0003 -0.0433 2.235E-24 6.372E+02
2.413E+01 0.0003 -0.0433 2.210E-24 6.301E+02
2.427E+01 0.0003 -0.0433 2.185E-24 6.231E+02
2.441E+01 0.0003 -0.0433 2.160E-24 6.159E+02
2.455E+01 0.0003 -0.0434 2.135E-24 6.087E+02
2.469E+01 0.0003 -0.0434 2.110E-24 6.016E+02
2.483E+01 0.0003 -0.0434 2.085E-24 5.946E+02
2.497E+01 0.0003 -0.0434 2.061E-24 5.876E+02
2.512E+01 0.0003 -0.0435 2.036E-24 5.807E+02
2.526E+01 0.0003 -0.0435 2.012E-24 5.739E+02
2.541E+01 0.0003 -0.0435 1.989E-24 5.671E+02
2.556E+01 0.0003 -0.0435 1.966E-24 5.605E+02
2.570E+01 0.0003 -0.0435 1.943E-24 5.539E+02
2.585E+01 0.0003 -0.0435 1.920E-24 5.475E+02
2.600E+01 0.0003 -0.0435 1.898E-24 5.411E+02
2.615E+01 0.0003 -0.0435 1.876E-24 5.348E+02
2.630E+01 0.0003 -0.0435 1.854E-24 5.286E+02
2.645E+01 0.0003 -0.0435 1.832E-24 5.225E+02
2.661E+01 0.0003 -0.0435 1.811E-24 5.165E+02
2.676E+01 0.0003 -0.0435 1.790E-24 5.106E+02
2.692E+01 0.0003 -0.0435 1.770E-24 5.047E+02
2.707E+01 0.0002 -0.0434 1.750E-24 4.989E+02
2.723E+01 0.0002 -0.0434 1.730E-24 4.932E+02
2.738E+01 0.0002 -0.0434 1.710E-24 4.876E+02
2.754E+01 0.0002 -0.0433 1.691E-24 4.821E+02
2.770E+01 0.0002 -0.0433 1.671E-24 4.766E+02
2.786E+01 0.0002 -0.0433 1.653E-24 4.713E+02
2.802E+01 0.0002 -0.0432 1.634E-24 4.660E+02
2.818E+01 0.0002 -0.0432 1.616E-24 4.607E+02
2.835E+01 0.0002 -0.0431 1.598E-24 4.556E+02
2.851E+01 0.0002 -0.0431 1.580E-24 4.505E+02
2.867E+01 0.0002 -0.0430 1.562E-24 4.454E+02
2.884E+01 0.0002 -0.0429 1.545E-24 4.405E+02
2.901E+01 0.0002 -0.0429 1.527E-24 4.356E+02
2.917E+01 0.0002 -0.0428 1.510E-24 4.307E+02
2.934E+01 0.0002 -0.0427 1.494E-24 4.260E+02
2.951E+01 0.0002 -0.0427 1.477E-24 4.212E+02
2.968E+01 0.0002 -0.0426 1.461E-24 4.166E+02
2.985E+01 0.0002 -0.0425 1.445E-24 4.120E+02
3.003E+01 0.0002 -0.0424 1.429E-24 4.074E+02
3.020E+01 0.0002 -0.0424 1.413E-24 4.028E+02
3.037E+01 0.0002 -0.0423 1.397E-24 3.983E+02
3.055E+01 0.0002 -0.0422 1.381E-24 3.939E+02
3.073E+01 0.0002 -0.0421 1.366E-24 3.895E+02
3.090E+01 0.0002 -0.0421 1.350E-24 3.851E+02
3.108E+01 0.0002 -0.0420 1.336E-24 3.809E+02
3.126E+01 0.0002 -0.0419 1.321E-24 3.766E+02
3.144E+01 0.0002 -0.0418 1.306E-24 3.725E+02
3.162E+01 0.0002 -0.0417 1.292E-24 3.684E+02
3.181E+01 0.0002 -0.0416 1.278E-24 3.643E+02
3.199E+01 0.0002 -0.0415 1.263E-24 3.603E+02
3.217E+01 0.0002 -0.0414 1.250E-24 3.564E+02
3.236E+01 0.0002 -0.0413 1.236E-24 3.525E+02
3.255E+01 0.0002 -0.0412 1.222E-24 3.486E+02
3.273E+01 0.0002 -0.0410 1.209E-24 3.448E+02
3.292E+01 0.0002 -0.0409 1.196E-24 3.411E+02
3.311E+01 0.0002 -0.0408 1.183E-24 3.374E+02
3.330E+01 0.0002 -0.0407 1.170E-24 3.337E+02
3.350E+01 0.0002 -0.0406 1.158E-24 3.301E+02
3.369E+01 0.0002 -0.0404 1.145E-24 3.267E+02
3.388E+01 0.0002 -0.0403 1.133E-24 3.232E+02
3.408E+01 0.0002 -0.0402 1.122E-24 3.198E+02
3.428E+01 0.0002 -0.0400 1.110E-24 3.165E+02
3.447E+01 0.0002 -0.0399 1.098E-24 3.132E+02
3.467E+01 0.0002 -0.0397 1.087E-24 3.099E+02
3.487E+01 0.0002 -0.0396 1.075E-24 3.067E+02
3.508E+01 0.0002 -0.0394 1.064E-24 3.035E+02
3.528E+01 0.0002 -0.0393 1.053E-24 3.003E+02
3.548E+01 0.0002 -0.0391 1.042E-24 2.972E+02
3.569E+01 0.0002 -0.0390 1.031E-24 2.941E+02
3.589E+01 0.0001 -0.0388 1.021E-24 2.910E+02
3.610E+01 0.0001 -0.0387 1.010E-24 2.880E+02
3.631E+01 0.0001 -0.0385 9.994E-25 2.850E+02
3.652E+01 0.0001 -0.0383 9.890E-25 2.821E+02
3.673E+01 0.0001 -0.0382 9.788E-25 2.791E+02
3.694E+01 0.0001 -0.0380 9.686E-25 2.763E+02
3.715E+01 0.0001 -0.0378 9.586E-25 2.734E+02
3.737E+01 0.0001 -0.0377 9.487E-25 2.706E+02
3.758E+01 0.0001 -0.0375 9.388E-25 2.678E+02
3.780E+01 0.0001 -0.0373 9.287E-25 2.649E+02
3.802E+01 0.0001 -0.0371 9.186E-25 2.620E+02
3.824E+01 0.0001 -0.0370 9.087E-25 2.592E+02
3.846E+01 0.0001 -0.0368 8.988E-25 2.563E+02
3.868E+01 0.0001 -0.0366 8.890E-25 2.535E+02
3.890E+01 0.0001 -0.0364 8.792E-25 2.508E+02
3.913E+01 0.0001 -0.0363 8.696E-25 2.480E+02
3.936E+01 0.0001 -0.0361 8.600E-25 2.453E+02
3.958E+01 0.0001 -0.0359 8.506E-25 2.426E+02
3.981E+01 0.0001 -0.0357 8.412E-25 2.399E+02
4.004E+01 0.0001 -0.0355 8.319E-25 2.372E+02
4.027E+01 0.0001 -0.0353 8.226E-25 2.346E+02
4.050E+01 0.0001 -0.0352 8.135E-25 2.320E+02
4.074E+01 0.0001 -0.0350 8.044E-25 2.294E+02
4.097E+01 0.0001 -0.0348 7.954E-25 2.269E+02
4.121E+01 0.0001 -0.0346 7.865E-25 2.243E+02
4.145E+01 0.0001 -0.0344 7.777E-25 2.218E+02
4.169E+01 0.0001 -0.0343 7.689E-25 2.193E+02
4.193E+01 0.0001 -0.0341 7.602E-25 2.168E+02
4.217E+01 0.0001 -0.0339 7.515E-25 2.143E+02
4.241E+01 0.0001 -0.0337 7.430E-25 2.119E+02
4.266E+01 0.0001 -0.0335 7.345E-25 2.095E+02
4.290E+01 0.0001 -0.0334 7.262E-25 2.071E+02
4.315E+01 0.0001 -0.0332 7.179E-25 2.047E+02
4.340E+01 0.0001 -0.0330 7.097E-25 2.024E+02
4.365E+01 0.0001 -0.0328 7.015E-25 2.001E+02
4.390E+01 0.0001 -0.0325 6.935E-25 1.978E+02
4.416E+01 0.0001 -0.0323 6.855E-25 1.955E+02
4.441E+01 0.0001 -0.0321 6.776E-25 1.933E+02
4.467E+01 0.0001 -0.0319 6.698E-25 1.910E+02
4.493E+01 0.0001 -0.0317 6.621E-25 1.888E+02
4.519E+01 0.0001 -0.0314 6.545E-25 1.867E+02
4.545E+01 0.0001 -0.0311 6.470E-25 1.845E+02
4.571E+01 0.0001 -0.0309 6.395E-25 1.824E+02
4.597E+01 0.0001 -0.0306 6.322E-25 1.803E+02
4.624E+01 0.0001 -0.0303 6.249E-25 1.782E+02
4.651E+01 0.0001 -0.0299 6.177E-25 1.762E+02
4.677E+01 0.0001 -0.0296 6.106E-25 1.741E+02
4.704E+01 0.0001 -0.0293 6.035E-25 1.721E+02
4.732E+01 0.0001 -0.0290 5.966E-25 1.701E+02
4.759E+01 0.0001 -0.0286 5.897E-25 1.682E+02
4.786E+01 0.0001 -0.0283 5.829E-25 1.662E+02
4.814E+01 0.0001 -0.0279 5.761E-25 1.643E+02
4.842E+01 0.0001 -0.0275 5.694E-25 1.624E+02
4.870E+01 0.0001 -0.0272 5.628E-25 1.605E+02
4.898E+01 0.0001 -0.0268 5.563E-25 1.587E+02
4.926E+01 0.0001 -0.0264 5.499E-25 1.568E+02
4.955E+01 0.0001 -0.0260 5.435E-25 1.550E+02
4.983E+01 0.0001 -0.0256 5.372E-25 1.532E+02
5.012E+01 0.0001 -0.0252 5.309E-25 1.514E+02
5.041E+01 0.0001 -0.0247 5.247E-25 1.496E+02
5.070E+01 0.0001 -0.0242 5.185E-25 1.479E+02
5.099E+01 0.0001 -0.0237 5.124E-25 1.462E+02
5.129E+01 0.0001 -0.0232 5.064E-25 1.444E+02
5.158E+01 0.0001 -0.0227 5.004E-25 1.427E+02
5.188E+01 0.0001 -0.0221 4.945E-25 1.410E+02
5.218E+01 0.0001 -0.0216 4.887E-25 1.394E+02
5.248E+01 0.0001 -0.0211 4.829E-25 1.377E+02
5.278E+01 0.0001 -0.0206 4.771E-25 1.361E+02
5.309E+01 0.0001 -0.0200 4.714E-25 1.345E+02
5.339E+01 0.0001 -0.0195 4.658E-25 1.329E+02
5.370E+01 0.0001 -0.0189 4.603E-25 1.313E+02
5.401E+01 0.0001 -0.0184 4.547E-25 1.297E+02
5.433E+01 0.0001 -0.0178 4.493E-25 1.281E+02
5.464E+01 0.0001 -0.0173 4.439E-25 1.266E+02
5.495E+01 0.0001 -0.0167 4.386E-25 1.251E+02
5.527E+01 0.0001 -0.0161 4.333E-25 1.236E+02
5.559E+01 0.0001 -0.0156 4.282E-25 1.221E+02
5.591E+01 0.0001 -0.0150 4.230E-25 1.207E+02
5.623E+01 0.0001 -0.0144 4.179E-25 1.192E+02
5.656E+01 0.0001 -0.0138 4.129E-25 1.178E+02
5.689E+01 0.0001 -0.0132 4.080E-25 1.164E+02
5.721E+01 0.0001 -0.0126 4.031E-25 1.150E+02
5.754E+01 0.0001 -0.0120 3.983E-25 1.136E+02
5.788E+01 0.0001 -0.0114 3.935E-25 1.122E+02
5.821E+01 0.0001 -0.0108 3.888E-25 1.109E+02
5.855E+01 0.0001 -0.0102 3.841E-25 1.096E+02
5.888E+01 0.0001 -0.0096 3.795E-25 1.082E+02
5.922E+01 0.0001 -0.0090 3.749E-25 1.069E+02
5.957E+01 0.0001 -0.0084 3.703E-25 1.056E+02
5.991E+01 0.0001 -0.0079 3.658E-25 1.043E+02
6.026E+01 0.0001 -0.0073 3.614E-25 1.031E+02
6.060E+01 0.0001 -0.0067 3.570E-25 1.018E+02
6.095E+01 0.0001 -0.0061 3.526E-25 1.006E+02
6.131E+01 0.0001 -0.0055 3.483E-25 9.935E+01
6.166E+01 0.0001 -0.0049 3.441E-25 9.814E+01
6.202E+01 0.0001 -0.0043 3.399E-25 9.693E+01
6.237E+01 0.0001 -0.0037 3.357E-25 9.575E+01
6.273E+01 0.0001 -0.0031 3.316E-25 9.458E+01
6.310E+01 0.0001 -0.0026 3.275E-25 9.342E+01
6.346E+01 0.0001 -0.0020 3.235E-25 9.227E+01
6.383E+01 0.0001 -0.0014 3.196E-25 9.115E+01
6.419E+01 0.0001 -0.0008 3.157E-25 9.003E+01
6.457E+01 0.0001 -0.0002 3.118E-25 8.894E+01
6.494E+01 0.0001  0.0003 3.080E-25 8.785E+01
6.531E+01 0.0001  0.0009 3.042E-25 8.678E+01
6.569E+01 0.0001  0.0014 3.005E-25 8.571E+01
6.607E+01 0.0000  0.0020 2.968E-25 8.466E+01
6.645E+01 0.0000  0.0025 2.932E-25 8.362E+01
6.683E+01 0.0000  0.0030 2.896E-25 8.259E+01
6.722E+01 0.0000  0.0035 2.860E-25 8.157E+01
6.761E+01 0.0000  0.0040 2.825E-25 8.057E+01
6.800E+01 0.0000  0.0046 2.790E-25 7.959E+01
6.839E+01 0.0000  0.0051 2.756E-25 7.861E+01
6.879E+01 0.0000  0.0055 2.723E-25 7.765E+01
6.918E+01 0.0000  0.0060 2.689E-25 7.670E+01
6.958E+01 0.0000  0.0065 2.656E-25 7.575E+01
6.998E+01 0.0000  0.0070 2.623E-25 7.481E+01
7.039E+01 0.0000  0.0074 2.590E-25 7.387E+01
7.079E+01 0.0000  0.0078 2.558E-25 7.295E+01
7.120E+01 0.0000  0.0083 2.526E-25 7.206E+01
7.161E+01 0.0000  0.0087 2.495E-25 7.117E+01
7.203E+01 0.0000  0.0091 2.465E-25 7.030E+01
7.244E+01 0.0000  0.0095 2.434E-25 6.943E+01
7.286E+01 0.0000  0.0099 2.404E-25 6.858E+01
